RBM47	Hnrnpr	0.556	307	135	0	1	304	6	312	1.166E-110	351
RBM47	Syncrip	0.556	298	131	0	1	297	6	303	3.700E-109	347
RBM47	CG17838	0.565	289	125	0	1	289	8	295	8.572E-108	343
RBM47	CBG15837	0.441	306	170	0	1	306	6	310	3.692E-85	278
Ptbp3	PTBP1	0.735	519	132	0	4	522	32	530	1.815E-242	743
RBPMS2	RBPMS2	0.916	179	15	0	29	207	1	179	1.181E-107	336
RBM15B	ENSMODG00000011903	0.961	180	7	0	3	182	1	180	3.774E-115	357
LIN28A	LIN28A	1.000	209	0	0	1	209	1	209	1.534E-142	437
RBM41	RBM41	1.000	153	0	0	21	173	1	153	6.024E-101	315
SRSF1	SRSF1	1.000	202	0	0	1	202	1	202	4.997E-138	424
SRSF1	SRSF9	0.699	202	57	0	1	202	1	190	5.553E-86	274
SRSF1	CBG03563	0.649	196	65	0	10	195	2	197	1.128E-76	247
SRSF1	rsp-3	0.644	193	65	0	12	195	5	197	3.612E-75	243
TIA1	Ot_0263	0.306	177	121	0	9	183	32	208	2.537E-21	86
CELF4-construct2	BRU-3	0.546	369	152	0	16	351	48	416	1.287E-105	338
HNRNPL	HNRNPL	1.000	544	0	0	1	544	46	589	0.000E+00	1120
HNRNPL	HNRPLL	0.572	503	209	0	40	542	53	541	1.092E-171	540
HNRNPL	C44B7.2	0.401	491	292	0	49	539	24	511	2.094E-99	329
A1CF	A1CF	0.929	340	24	0	8	347	1	340	5.403E-216	658
A1CF	RBM47	0.691	339	104	0	9	345	2	340	2.025E-158	492
A1CF	Rbm47	0.685	339	105	0	9	343	2	340	9.765E-158	490
A1CF	RBM46	0.729	296	80	0	13	308	6	301	2.584E-151	471
A1CF	HNRNPR	0.528	314	147	0	17	329	8	321	8.948E-108	345
A1CF	Hnrnpr	0.534	314	145	0	17	329	8	321	4.297E-107	343
A1CF	Syncrip	0.512	314	152	0	17	329	8	321	8.001E-104	334
A1CF	CBG15837	0.456	310	165	0	20	324	11	320	1.673E-84	278
Vts1	Vts1p	1.000	86	0	0	1	86	1	86	2.423E-54	176
HNRNPK	HNRNPK	0.997	459	1	0	1	459	1	459	1.361E-308	931
HNRNPK	hnrpkl	0.716	455	124	0	9	463	9	445	8.343E-196	605
HNRNPA1	HRB98DE	0.477	351	170	0	9	359	26	351	2.229E-72	243
HNRNPD	ENSMODG00000011916	0.641	220	75	0	1	220	35	244	2.820E-93	296
HNRNPD	HNRNPAB	0.700	187	55	0	35	221	1	184	8.773E-82	263
HNRNPD	HNRNPA2B1	0.412	194	109	0	35	221	22	215	2.057E-46	160
HNRNPD	HRB87F	0.419	191	108	0	35	221	25	215	2.779E-43	151
HNRNPD	hnrnpa0l	0.369	190	117	0	35	220	7	196	1.265E-36	132
HNRNPD	hnrnpa0	0.367	193	118	0	35	221	13	205	4.412E-36	130
HNRNPD	hnrnpa0b	0.388	187	113	0	35	221	9	194	1.126E-35	129
HNRNPD	hnrnpa0a	0.381	196	119	0	28	221	2	197	7.327E-35	127
PCBP4	PCBP3	0.593	324	124	0	4	309	6	329	4.225E-119	377
PCBP4	Pcbp2	0.617	302	114	0	11	309	7	308	6.440E-117	371
PCBP4	PCBP2	0.585	329	129	0	11	322	7	335	3.104E-113	361
PCBP4	PCBP1	0.526	350	146	0	5	313	2	351	2.247E-101	326
PCBP4	An_0265	0.322	328	210	0	3	313	30	357	1.141E-36	137
HNRNPA1L2	HRB98DE	0.492	325	151	0	8	305	26	350	1.685E-76	252
SNRPA	SNRPA	1.000	282	0	0	1	282	1	282	5.479E-182	555
SNRPA	SNRPB2	0.572	278	96	0	5	282	2	226	8.294E-93	298
SNRPA	PK21151.1	0.501	275	116	0	8	282	18	250	1.140E-68	228
SNRPA	U2B''	0.443	282	129	0	1	282	1	232	1.106E-62	211
SNRPA	snrpB2	0.397	273	138	0	8	280	10	239	6.628E-53	182
SNRPA	Pr_0249	0.375	274	131	0	8	281	18	228	1.823E-50	175
SNRPA	SCHCODRAFT_35516	0.360	267	140	0	11	277	11	230	3.215E-42	151
SNRPA	BATDEDRAFT_13807	0.337	282	155	0	1	282	1	235	2.825E-41	148
SNRPA	PGTG_09691	0.332	271	156	0	11	281	50	284	8.568E-40	144
SNRPA	NCU08034	0.320	279	165	0	1	279	1	244	6.951E-34	126
SNRPA	Tp_0225	0.304	276	168	0	4	279	22	264	1.775E-29	113
SNRPA	MAL13P1.35	0.301	281	194	0	4	282	43	323	3.228E-27	107
RBM45	RBM45	0.905	476	45	0	1	476	1	476	8.855E-292	883
RBM45	CG1316	0.364	463	287	0	1	463	1	452	7.277E-83	278
HNRPLL	HNRPLL	1.000	542	0	0	1	542	1	542	0.000E+00	1101
HNRPLL	HNRNPL	0.571	517	211	0	49	541	71	587	2.922E-178	559
HNRPLL	C44B7.2	0.379	481	288	0	75	538	31	511	3.372E-87	293
KHDRBS2	khdrbs1b	0.579	357	146	0	3	349	7	363	8.677E-109	347
SNRPB2	SNRPB2	0.898	226	23	0	1	225	1	226	2.766E-127	394
SNRPB2	SNF	0.671	225	71	0	1	225	1	216	8.678E-93	295
SNRPB2	U2B''	0.516	228	108	0	2	225	5	232	2.103E-69	227
SNRPB2	PK21151.1	0.514	236	108	0	2	225	15	250	5.475E-66	217
SNRPB2	rnp-3	0.468	224	114	0	2	225	3	217	1.271E-64	213
SNRPB2	snrpB2	0.442	233	123	0	2	223	7	239	4.542E-58	194
SNRPB2	CBG13971	0.442	224	113	0	2	225	3	206	8.515E-58	194
SNRPB2	rnp-2	0.455	224	111	0	2	225	3	206	5.608E-57	191
SNRPB2	Pr_0249	0.421	223	123	0	2	224	15	228	8.531E-52	176
SNRPB2	BATDEDRAFT_13807	0.449	221	120	0	8	225	15	235	2.994E-51	175
SNRPB2	SCHCODRAFT_35516	0.396	220	128	0	8	220	11	230	3.605E-44	154
SNRPB2	PFI1695c	0.389	221	114	0	2	222	5	191	9.027E-41	144
SNRPB2	NCU08034	0.365	240	140	0	5	225	8	247	1.456E-36	132
SNRPB2	Tp_0225	0.353	238	140	0	6	222	27	264	1.456E-36	132
SNRPB2	SCHCODRAFT_72118	0.333	252	145	0	4	222	9	260	2.030E-31	117
YBX1	YBX1	1.000	322	0	0	1	322	2	323	6.753E-204	621
HNRNPLL	HNRPLL	1.000	542	0	0	1	542	1	542	0.000E+00	1101
HNRNPLL	HNRNPL	0.571	517	211	0	49	541	71	587	2.922E-178	559
HNRNPLL	C44B7.2	0.379	481	288	0	75	538	31	511	3.372E-87	293
YBX2	YBX2	1.000	362	0	0	1	362	2	363	3.574E-227	690
QKI	QKI	1.000	341	0	0	1	341	1	341	2.649E-221	672
IGF2BP1	IGF2BP3	0.743	579	148	0	1	577	1	579	4.006E-273	835
IGF2BP1	IGF2BP2	0.663	587	190	0	1	566	2	588	1.233E-249	767
