protein_key	train_protein_name	test_protein_name	train_protocol	test_protocol	model	domain_class	domain_architecture	auroc	auprc	n_train	n_test	n_pos_train	n_neg_train	n_pos_test	n_neg_test	n_deduped_removed_train	n_deduped_removed_test	n_exact_rna_overlap	exact_rna_overlap_fraction_of_test
PUM1	PUM1	PUM1	htr_selex	rbns	logistic_regression	unknown		0.631255	0.4530720113390541	2993	3000	1000	1993	1000	2000	0	0	0	0.0
RBFOX3	RBFOX3	RBFOX3	htr_selex	rbns	logistic_regression	unknown		0.93977725	0.8740788654285577	2998	3000	1000	1998	1000	2000	0	0	0	0.0
RBM4B	RBM4B	RBM4B	htr_selex	rbns	logistic_regression	unknown		0.8135625	0.7090937914638537	3000	3000	1000	2000	1000	2000	0	0	0	0.0
RBMS2	RBMS2	RBMS2	htr_selex	rbns	logistic_regression	unknown		0.8012180000000001	0.649749211823318	3000	3000	1000	2000	1000	2000	0	0	0	0.0
RC3H1	RC3H1-construct2	RC3H1	htr_selex	rbns	logistic_regression	unknown		0.515505	0.33650183601481276	2999	3000	1000	1999	1000	2000	0	0	0	0.0
THUMPD1	THUMPD1	THUMPD1	htr_selex	rbns	logistic_regression	unknown		0.36592349999999996	0.25670972479449017	3000	3000	1000	2000	1000	2000	0	0	0	0.0
ZFP36	ZFP36	ZFP36	htr_selex	rbns	logistic_regression	unknown		0.9254014999999999	0.8621831361587107	3000	3000	1000	2000	1000	2000	0	0	0	0.0
ZRANB2	ZRANB2	ZRANB2	htr_selex	rbns	logistic_regression	unknown		0.912956	0.8384299877112222	3000	3000	1000	2000	1000	2000	0	0	0	0.0
RBM24	RBM24	RBM24	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM	0.8481618077279784	0.7270681108537891	2966	10332	1000	1966	3004	7328	0	0	0	0.0
TARDBP	TARDBP	TARDBP	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.8850734245813329	0.8366383288454551	3000	12350	1000	2000	4596	7754	0	0	0	0.0
DAZAP1	DAZAP1	DAZAP1	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.7777951832965444	0.6353135720252872	2999	9036	1000	1999	3050	5986	0	0	0	0.0
HNRNPA1L2	HNRNPA1L2	HNRNPA1L2	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.8384831752124	0.7621810120124637	2957	9958	1000	1957	3768	6190	0	0	0	0.0
HNRNPC	HNRNPC	HNRNPC	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM	0.7644592455226857	0.6081557027661946	2999	9796	1000	1999	3145	6651	0	0	0	0.0
HNRNPCL1	HNRNPCL1	HNRNPCL1	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM	0.8371236829591772	0.7611659377136654	2996	9454	1000	1996	3103	6351	0	0	0	0.0
HNRNPL	HNRNPL-construct2	HNRNPL	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.8386828625271323	0.7911937288905316	3000	10684	1000	2000	4214	6470	0	0	0	0.0
KHDRBS2	KHDRBS2	KHDRBS2	htr_selex	rnacompete_eukarya	logistic_regression	KH	KH	0.8499786812580633	0.7469574956677396	2991	8896	1000	1991	3178	5718	0	0	0	0.0
KHDRBS3	KHDRBS3	KHDRBS3	htr_selex	rnacompete_eukarya	logistic_regression	KH	KH	0.762769267810198	0.6550675582875873	2999	9910	1000	1999	3730	6180	0	0	0	0.0
MSI1	MSI1	MSI1	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.8585106556487263	0.7911244600252489	2996	12919	1000	1996	4380	8539	0	0	0	0.0
PCBP1	PCBP1	PCBP1	htr_selex	rnacompete_eukarya	logistic_regression	KH	KH;KH;KH	0.8000865212785743	0.6783175866654817	2999	9411	1000	1999	3171	6240	0	0	0	0.0
RBM28	RBM28	RBM28	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.6341915781020273	0.5209356015395942	2997	5421	1000	1997	2287	3134	0	0	0	0.0
RBM38	RBM38	RBM38	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM	0.6700330459962731	0.44758343994233796	2999	5397	1000	1999	1552	3845	0	0	0	0.0
RBM4	RBM4	RBM4	htr_selex	rnacompete_eukarya	logistic_regression	multi	RRM;RRM;CCHC	0.7505596269153898	0.5159944607039915	3000	8862	1000	2000	2212	6650	0	0	0	0.0
RBM6	RBM6	RBM6	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.39063252889871314	0.2945720704767272	3000	6243	1000	2000	2244	3999	0	0	0	0.0
RBMS3	RBMS3	RBMS3	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.6655212642429453	0.6080373911775113	2994	7798	1000	1994	3277	4521	0	0	0	0.0
SART3	SART3	SART3	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.4701756658176299	0.3484008245882403	2993	8565	1000	1993	3268	5297	0	0	0	0.0
SNRPA	SNRPA	SNRPA	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.9385398407610253	0.8932531768537726	2999	11348	1000	1999	3851	7497	0	0	0	0.0
YBX2	YBX2	YBX2	htr_selex	rnacompete_eukarya	logistic_regression	CSD	CSD	0.7481419077380004	0.625576824434445	2999	8803	1000	1999	3264	5539	0	0	0	0.0
ZCRB1	ZCRB1	ZCRB1	htr_selex	rnacompete_eukarya	logistic_regression	multi	RRM;CCHC	0.8443400209796338	0.7794050623929617	3000	10290	1000	2000	3941	6349	0	0	0	0.0
ELAVL1	ELAVL1	HuR	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.9197826586235828	0.8564402888037478	2976	10111	1000	1976	3610	6501	0	0	0	0.0
HNRNPA1	HNRNPA1	HNRNPA1	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.8376621388396497	0.7608337850819451	2999	13124	1000	1999	4428	8696	0	0	0	0.0
HNRPLL	HNRPLL	HNRPLL	htr_selex	rnacompete_eukarya	logistic_regression	unknown		0.8165697398415422	0.7207455744188609	2974	11165	1000	1974	4187	6978	0	0	0	0.0
KHDRBS1	KHDRBS1	KHDRBS1	htr_selex	rnacompete_eukarya	logistic_regression	KH	KH	0.7156065801159907	0.6010690464056988	2999	9460	1000	1999	3645	5815	0	0	0	0.0
PABPC5	PABPC5	PABPC5	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.6733527890998678	0.6024103969910015	3000	9253	1000	2000	4188	5065	0	0	0	0.0
QKI	QKI	QKI	htr_selex	rnacompete_eukarya	logistic_regression	KH	KH	0.6309328490987396	0.5348811063437999	3000	4252	1000	2000	1587	2665	0	0	0	0.0
RALY	RALY	RALY	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM	0.7560020059012003	0.5973861759313536	3000	6951	1000	2000	2249	4702	0	0	0	0.0
RBFOX1	RBFOX1	RBFOX1	htr_selex	rnacompete_eukarya	logistic_regression	unknown		0.9158509477725219	0.8901765427747066	2972	9199	1000	1972	3583	5616	0	0	0	0.0
RBM42	RBM42	RBM42	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM	0.8585876960609053	0.7691217842704506	2998	10264	1000	1998	3409	6855	0	0	0	0.0
RBM46	RBM46	RBM46	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.627144986790652	0.4752922989944105	2996	10601	1000	1996	3919	6682	0	0	0	0.0
RBMS1	RBMS1	RBMS1	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.7480141656684361	0.6237459468438893	2980	7743	1000	1980	2849	4894	0	0	0	0.0
SNRNP70	SNRNP70	SNRNP70	htr_selex	rnacompete_eukarya	logistic_regression	RRM	RRM	0.7426713146790921	0.5993530527738382	2996	9793	1000	1996	3467	6326	0	0	0	0.0
YBX1	YBX1	YBX1	htr_selex	rnacompete_eukarya	logistic_regression	CSD	CSD	0.7885726001883708	0.6993438412769869	2999	6548	1000	1999	2539	4009	0	0	0	0.0
ZC3H10	ZC3H10	ZC3H10	htr_selex	rnacompete_eukarya	logistic_regression	CCCH	CCCH;CCCH;CCCH	0.8243556432968886	0.7222078996254088	3000	8837	1000	2000	2904	5933	0	0	0	0.0
RBM24	RBM24	RBM24	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.823277269498717	0.6893560427981055	2966	9413	1000	1966	2729	6684	0	0	0	0.0
TARDBP	TARDBP	tardbp	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.8874602891865889	0.8127780224786441	3000	10797	1000	2000	3534	7263	0	0	0	0.0
ESRP1	ESRP1-construct3	ESRP1	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.7427785737895816	0.6188641418070742	2999	11975	1000	1999	3756	8219	0	0	0	0.0
HNRNPA0	HNRNPA0	hnrnpa0	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.7248154117229565	0.5997302744349583	2999	8085	1000	1999	3146	4939	0	0	0	0.0
RBM28	RBM28	rbm-28	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.5054733646429437	0.31119702015782413	2997	9170	1000	1997	2861	6309	0	0	0	0.0
RBM38	RBM38	RBM38	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.5869320061706124	0.4128003209789459	2999	5142	1000	1999	1714	3428	0	0	0	0.0
SART3	SART3	sart3	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.7917908531440367	0.692074956774381	2993	10996	1000	1993	4025	6971	0	0	0	0.0
SNRPB2	SNRPB2	SNRPB2	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.839456631259484	0.7612509714215493	2986	5170	1000	1986	1875	3295	0	0	0	0.0
MEX3C	MEX3C	mex3c	htr_selex	rnacompete_rbpzoo	logistic_regression	KH	KH	0.6157144904555096	0.4478841761163394	2986	15384	1000	1986	5318	10066	0	0	0	0.0
RBM14	RBM14	rbm14	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.5649201326016331	0.3793485438696606	2996	9344	1000	1996	3126	6218	0	0	0	0.0
RBPMS2	RBPMS2	RBPMS2	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM	0.8863375063324486	0.8031885954660424	2996	11670	1000	1996	4045	7625	0	0	0	0.0
RNPC3	RNPC3	RNPC3	htr_selex	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	0.6546795965010279	0.4570953262214975	2996	6631	1000	1996	2129	4502	0	0	0	0.0
RBM24	RBM24	RBM24	rbns	htr_selex	logistic_regression	RRM	RRM	0.9955635808748728	0.9934516847549594	3000	2966	1000	2000	1000	1966	0	0	0	0.0
TARDBP	TARDBP	TARDBP	rbns	htr_selex	logistic_regression	RRM	RRM;RRM	0.7642369999999999	0.5931949258411238	3000	3000	1000	2000	1000	2000	0	0	0	0.0
DAZAP1	DAZAP1	DAZAP1	rbns	htr_selex	logistic_regression	RRM	RRM;RRM	0.5911233116558279	0.38037162392230894	3000	2999	1000	2000	1000	1999	0	0	0	0.0
ESRP1	ESRP1	ESRP1-construct3	rbns	htr_selex	logistic_regression	RRM	RRM;RRM	0.6963746873436718	0.4532746382514443	3000	2999	1000	2000	1000	1999	0	0	0	0.0
HNRNPA0	HNRNPA0	HNRNPA0	rbns	htr_selex	logistic_regression	RRM	RRM;RRM	0.6163616808404202	0.4530980466630073	3000	2999	1000	2000	1000	1999	0	0	0	0.0
HNRNPA1L2	HNRNPA1L2	HNRNPA1L2	rbns	htr_selex	logistic_regression	RRM	RRM;RRM	0.9669596320899336	0.9474397593186767	3000	2957	1000	2000	1000	1957	0	0	0	0.0
HNRNPC	HNRNPC	HNRNPC	rbns	htr_selex	logistic_regression	RRM	RRM	0.7777851425712857	0.67440761458019	3000	2999	1000	2000	1000	1999	0	0	0	0.0
HNRNPCL1	HNRNPCL1	HNRNPCL1	rbns	htr_selex	logistic_regression	RRM	RRM	0.9554634268537073	0.9262196006030193	3000	2996	1000	2000	1000	1996	0	0	0	0.0
HNRNPL	HNRNPL	HNRNPL-construct2	rbns	htr_selex	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.9402814999999999	0.9254299866605096	3000	3000	1000	2000	1000	2000	0	0	0	0.0
KHDRBS2	KHDRBS2	KHDRBS2	rbns	htr_selex	logistic_regression	KH	KH	0.8325549974886992	0.7438920176569921	3000	2991	1000	2000	1000	1991	0	0	0	0.0
KHDRBS3	KHDRBS3	KHDRBS3	rbns	htr_selex	logistic_regression	KH	KH	0.7472761380690346	0.6636131550213704	3000	2999	1000	2000	1000	1999	0	0	0	0.0
MSI1	MSI1	MSI1	rbns	htr_selex	logistic_regression	RRM	RRM;RRM	0.8744744488977956	0.849477164580267	3000	2996	1000	2000	1000	1996	0	0	0	0.0
PCBP1	PCBP1	PCBP1	rbns	htr_selex	logistic_regression	KH	KH;KH;KH	0.7027618809404702	0.5795273843732509	3000	2999	1000	2000	1000	1999	0	0	0	0.0
RBM4	RBM4	RBM4	rbns	htr_selex	logistic_regression	multi	RRM;RRM;CCHC	0.8614295000000001	0.7423555215193104	3000	3000	1000	2000	1000	2000	0	0	0	0.0
RBM6	RBM6	RBM6	rbns	htr_selex	logistic_regression	RRM	RRM;RRM	0.425395	0.28236221070225603	3000	3000	1000	2000	1000	2000	0	0	0	0.0
RBMS3	RBMS3	RBMS3	rbns	htr_selex	logistic_regression	RRM	RRM;RRM	0.5773921765295887	0.443839190154516	3000	2994	1000	2000	1000	1994	0	0	0	0.0
SNRPA	SNRPA	SNRPA	rbns	htr_selex	logistic_regression	RRM	RRM;RRM	0.9119389694847423	0.8614459193404781	3000	2999	1000	2000	1000	1999	0	0	0	0.0
SNRPB2	SNRPB2	SNRPB2	rbns	htr_selex	logistic_regression	RRM	RRM;RRM	0.8159441087613293	0.7494408466020672	3000	2986	1000	2000	1000	1986	0	0	0	0.0
YBX2	YBX2	YBX2	rbns	htr_selex	logistic_regression	CSD	CSD	0.6436993496748374	0.45999312419240557	3000	2999	1000	2000	1000	1999	0	0	0	0.0
ZCRB1	ZCRB1	ZCRB1	rbns	htr_selex	logistic_regression	multi	RRM;CCHC	0.7004675	0.5254825725321339	3000	3000	1000	2000	1000	2000	0	0	0	0.0
BOLL	BOLL	BOLL	rbns	htr_selex	logistic_regression	unknown		0.6562973921765296	0.4635385823314617	3000	2994	1000	2000	1000	1994	0	0	0	0.0
CELF1	CELF1	CELF1-construct2	rbns	htr_selex	logistic_regression	unknown		0.643535767883942	0.5450510037994339	3000	2999	1000	2000	1000	1999	0	0	0	0.0
DAZ3	DAZ3	DAZ3	rbns	htr_selex	logistic_regression	unknown		0.3860525	0.30402005951886935	3000	3000	1000	2000	1000	2000	0	0	0	0.0
ELAVL4	ELAVL4	ELAVL4	rbns	htr_selex	logistic_regression	unknown		0.6378322483725589	0.5783286201808578	3000	2997	1000	2000	1000	1997	0	0	0	0.0
IGF2BP1	IGF2BP1	IGF2BP1	rbns	htr_selex	logistic_regression	unknown		0.5571167334669339	0.36252371645396303	3000	2996	1000	2000	1000	1996	0	0	0	0.0
PUM1	PUM1	PUM1	rbns	htr_selex	logistic_regression	unknown		0.5400842950326141	0.39028309052002114	3000	2993	1000	2000	1000	1993	0	0	0	0.0
RBFOX3	RBFOX3	RBFOX3	rbns	htr_selex	logistic_regression	unknown		0.9091856856856858	0.8184304497986982	3000	2998	1000	2000	1000	1998	0	0	0	0.0
RBM4B	RBM4B	RBM4B	rbns	htr_selex	logistic_regression	unknown		0.7837844999999999	0.6615278251082606	3000	3000	1000	2000	1000	2000	0	0	0	0.0
RBMS2	RBMS2	RBMS2	rbns	htr_selex	logistic_regression	unknown		0.5521769999999999	0.4063842380186775	3000	3000	1000	2000	1000	2000	0	0	0	0.0
RC3H1	RC3H1	RC3H1-construct2	rbns	htr_selex	logistic_regression	unknown		0.471672336168084	0.3173813408627554	3000	2999	1000	2000	1000	1999	0	0	0	0.0
THUMPD1	THUMPD1	THUMPD1	rbns	htr_selex	logistic_regression	unknown		0.5442715	0.3438195413197344	3000	3000	1000	2000	1000	2000	0	0	0	0.0
ZFP36	ZFP36	ZFP36	rbns	htr_selex	logistic_regression	unknown		0.7711690000000001	0.6705256396240278	3000	3000	1000	2000	1000	2000	0	0	0	0.0
ZRANB2	ZRANB2	ZRANB2	rbns	htr_selex	logistic_regression	unknown		0.9762545	0.9626429552859219	3000	3000	1000	2000	1000	2000	0	0	0	0.0
RBM24	RBM24	RBM24	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.9050255817934167	0.8578875372949301	3000	10332	1000	2000	3004	7328	0	0	0	0.0
TARDBP	TARDBP	TARDBP	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.6992039875878655	0.6380850575838063	3000	12350	1000	2000	4596	7754	0	0	0	0.0
DAZAP1	DAZAP1	DAZAP1	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.64903413976875	0.46907357125040583	3000	9036	1000	2000	3050	5986	0	0	0	0.0
HNRNPA1L2	HNRNPA1L2	HNRNPA1L2	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.9533425341880781	0.9234266380042215	3000	9958	1000	2000	3768	6190	0	0	0	0.0
HNRNPC	HNRNPC	HNRNPC	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.8612735476860287	0.7647245631244995	3000	9796	1000	2000	3145	6651	0	0	0	0.0
HNRNPCL1	HNRNPCL1	HNRNPCL1	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.9571202649109184	0.9246712596458492	3000	9454	1000	2000	3103	6351	0	0	0	0.0
HNRNPL	HNRNPL	HNRNPL	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.8584528534824303	0.8319691407933439	3000	10684	1000	2000	4214	6470	0	0	0	0.0
KHDRBS2	KHDRBS2	KHDRBS2	rbns	rnacompete_eukarya	logistic_regression	KH	KH	0.8366853670664729	0.7359281112712018	3000	8896	1000	2000	3178	5718	0	0	0	0.0
KHDRBS3	KHDRBS3	KHDRBS3	rbns	rnacompete_eukarya	logistic_regression	KH	KH	0.8799452744735677	0.834857406931321	3000	9910	1000	2000	3730	6180	0	0	0	0.0
MSI1	MSI1	MSI1	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.737843622145183	0.6551349747887809	3000	12919	1000	2000	4380	8539	0	0	0	0.0
PCBP1	PCBP1	PCBP1	rbns	rnacompete_eukarya	logistic_regression	KH	KH;KH;KH	0.5845069803265167	0.4094889783869186	3000	9411	1000	2000	3171	6240	0	0	0	0.0
RBM4	RBM4	RBM4	rbns	rnacompete_eukarya	logistic_regression	multi	RRM;RRM;CCHC	0.8807177187997117	0.7839372918226419	3000	8862	1000	2000	2212	6650	0	0	0	0.0
RBM45	RBM45	RBM45	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.7010287318209233	0.4959467137441438	3000	16181	1000	2000	5124	11057	0	0	0	0.0
RBM47	RBM47	RBM47	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.6381513202524166	0.5126377552524937	3000	12647	1000	2000	3879	8768	0	0	0	0.0
RBM6	RBM6	RBM6	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.6561887798152746	0.5196723695864658	3000	6243	1000	2000	2244	3999	0	0	0	0.0
RBMS3	RBMS3	RBMS3	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.8826080130448779	0.8617718422106372	3000	7798	1000	2000	3277	4521	0	0	0	0.0
SNRPA	SNRPA	SNRPA	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.8548705381919062	0.7977912638359781	3000	11348	1000	2000	3851	7497	0	0	0	0.0
TIA1	TIA1	TIA1	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.9516564746206589	0.9408728332928272	3000	6638	1000	2000	2743	3895	0	0	0	0.0
YBX2	YBX2	YBX2	rbns	rnacompete_eukarya	logistic_regression	CSD	CSD	0.6133500994728999	0.47893023658760225	3000	8803	1000	2000	3264	5539	0	0	0	0.0
ZCRB1	ZCRB1	ZCRB1	rbns	rnacompete_eukarya	logistic_regression	multi	RRM;CCHC	0.8905703112082937	0.8439544916769071	3000	10290	1000	2000	3941	6349	0	0	0	0.0
A1CF	A1CF	A1CF	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.9265214298515726	0.9153374722651183	3000	8519	1000	2000	3358	5161	0	0	0	0.0
CNOT4	CNOT4	CNOT4	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.6901929706945229	0.5907538573654111	3000	12399	1000	2000	3948	8451	0	0	0	0.0
FUS	FUS	FUS	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM	0.4688508066754139	0.3315844613253914	3000	5002	1000	2000	1869	3133	0	0	0	0.0
HNRNPA2B1	HNRNPA2B1	HNRNPA2B1	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM	0.8226440025940952	0.7420665402856512	3000	14581	1000	2000	5335	9246	0	0	0	0.0
HNRNPH2	HNRNPH2	HNRNPH2	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM	0.9446138036824294	0.9279939430126023	3000	16367	1000	2000	5743	10624	0	0	0	0.0
HNRNPK	HNRNPK	HNRNPK	rbns	rnacompete_eukarya	logistic_regression	KH	KH;KH;KH	0.6301238019624963	0.5021367846405319	3000	7841	1000	2000	3235	4606	0	0	0	0.0
IGF2BP2	IGF2BP2	IGF2BP2	rbns	rnacompete_eukarya	logistic_regression	multi	RRM;RRM;KH;KH;KH;KH	0.6955493012638886	0.6729989204988462	3000	7180	1000	2000	3327	3853	0	0	0	0.0
IGF2BP3	IGF2BP3	IGF2BP3	rbns	rnacompete_eukarya	logistic_regression	multi	RRM;RRM;KH;KH;KH;KH	0.6122262545293912	0.4870990797199778	2976	7725	1000	1976	3128	4597	0	0	0	0.0
MBNL1	MBNL1	MBNL1	rbns	rnacompete_eukarya	logistic_regression	CCCH	CCCH;CCCH;CCCH;CCCH	0.808612167270731	0.7398309134916021	3000	7662	1000	2000	2470	5192	0	0	0	0.0
PABPC3	PABPC3	PABPC3	rbns	rnacompete_eukarya	logistic_regression	RRM	RRM;RRM;RRM;RRM	0.883037117950911	0.8264803551481855	3000	7214	1000	2000	2552	4662	0	0	0	0.0
PCBP2	PCBP2	PCBP2	rbns	rnacompete_eukarya	logistic_regression	KH	KH;KH;KH	0.7934483131130087	0.7503504278590482	3000	4170	1000	2000	1598	2572	0	0	0	0.0
