protein_key	protocol_a	protocol_b	jaccard_top_kmers	jaccard_core5	spearman_shared_kmers	n_shared_kmers	n_kmers_a	n_kmers_b	domain_class	domain_architecture	mean_transfer_auroc	n_transfer_dirs
HNRNPC	htr_selex	rbns	0.0	0.0		0	2	2	RRM	RRM	0.8917729524762381	2
HNRNPC	htr_selex	rnacompete_eukarya	0.0	0.0		0	2	4	RRM	RRM	0.8479371679817888	2
HNRNPC	rbns	rnacompete_eukarya	0.2	0.4		1	2	4	RRM	RRM	0.9313255201752537	2
HNRNPCL1	htr_selex	rbns	0.0	0.125		0	4	3	RRM	RRM	0.9670569884769538	2
HNRNPCL1	htr_selex	rnacompete_eukarya	0.125	0.2222222222222222		1	4	5	RRM	RRM	0.903619978389596	2
HNRNPCL1	rbns	rnacompete_eukarya	0.14285714285714285	0.3333333333333333		1	3	5	RRM	RRM	0.9766652613818763	2
HNRNPL	htr_selex	rbns	0.0	0.0		0	2	5	RRM	RRM;RRM;RRM;RRM	0.9351535	2
HNRNPL	htr_selex	rnacompete_eukarya	0.25	0.3		1	2	3	RRM	RRM;RRM;RRM;RRM	0.9021350510299444	2
HNRNPL	rbns	rnacompete_eukarya	0.0	0.0		0	5	3	RRM	RRM;RRM;RRM;RRM	0.9235506009216903	2
HNRPLL	htr_selex	rnacompete_eukarya	0.0	0.0		0	2	4	unknown		0.7534068187577896	2
IGF2BP1	htr_selex	rbns	0.0	0.0		0	4	4	unknown		0.43025302004008015	2
KHDRBS1	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	3	KH	KH	0.7379738245746288	2
KHDRBS2	htr_selex	rbns	0.0	0.0		0	3	4	KH	KH	0.887319400050226	2
KHDRBS2	htr_selex	rnacompete_eukarya	0.0	0.07692307692307693		0	3	5	KH	KH	0.845448876373289	2
KHDRBS2	rbns	rnacompete_eukarya	0.0	0.14285714285714285		0	4	5	KH	KH	0.9112341377546775	2
KHDRBS3	htr_selex	rbns	0.0	0.0		0	2	5	KH	KH	0.8364161274387194	2
KHDRBS3	htr_selex	rnacompete_eukarya	0.0	0.0		0	2	4	KH	KH	0.7917591116914211	2
KHDRBS3	rbns	rnacompete_eukarya	0.0	0.16666666666666666		0	5	4	KH	KH	0.931990699022619	2
MEX3C	htr_selex	rnacompete_rbpzoo	0.0	0.0		0	3	4	KH	KH	0.6528018739291295	2
MSI1	htr_selex	rbns	0.0	0.0		0	1	3	RRM	RRM;RRM	0.8483272820641283	2
MSI1	htr_selex	rnacompete_eukarya	0.0	0.2857142857142857		0	1	2	RRM	RRM;RRM	0.8975235976563052	2
MSI1	rbns	rnacompete_eukarya	0.25	0.3333333333333333		1	3	2	RRM	RRM;RRM	0.839262219097068	2
PABPC5	htr_selex	rnacompete_eukarya	0.0	0.0		0	3	4	RRM	RRM;RRM;RRM;RRM	0.5275373776181842	2
PCBP1	htr_selex	rbns	0.0	0.0		0	1	4	KH	KH;KH;KH	0.7533816310655328	2
PCBP1	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	5	KH	KH;KH;KH	0.8090289248775386	2
PCBP1	rbns	rnacompete_eukarya	0.0	0.047619047619047616		0	4	5	KH	KH;KH;KH	0.6143891386402414	2
PUM1	htr_selex	rbns	0.0	0.25		0	2	3	unknown		0.5851505432764676	2
QKI	htr_selex	rnacompete_eukarya	0.0	0.1111111111111111		0	1	4	KH	KH	0.6852307098416898	2
RALY	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	4	RRM	RRM	0.7960895616426669	2
RBFOX1	htr_selex	rnacompete_eukarya	0.0	0.3333333333333333		0	2	2	unknown		0.9268049522920621	2
RBFOX3	htr_selex	rbns	0.0	0.2		0	2	4	unknown		0.9240221288788788	2
RBM14	htr_selex	rnacompete_rbpzoo	0.0	0.0		0	2	5	RRM	RRM;RRM	0.5929555434572933	2
RBM24	htr_selex	rbns	0.0	0.2857142857142857		0	1	4	RRM	RRM	0.9669657306714141	2
RBM24	htr_selex	rnacompete_eukarya	0.0	0.2857142857142857		0	1	4	RRM	RRM	0.9217559396975364	2
RBM24	htr_selex	rnacompete_rbpzoo	0.0	0.3333333333333333		0	1	4	RRM	RRM	0.9103212360826236	2
RBM24	rbns	rnacompete_eukarya	0.0	0.2727272727272727		0	4	4	RRM	RRM	0.9483553781348304	2
RBM24	rbns	rnacompete_rbpzoo	0.0	0.18181818181818182		0	4	4	RRM	RRM	0.935438822486206	2
RBM24	rnacompete_eukarya	rnacompete_rbpzoo	0.3333333333333333	0.625		2	4	4	RRM	RRM	0.9958170701285494	2
RBM28	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	2	RRM	RRM;RRM;RRM;RRM	0.5541063753398584	2
RBM28	htr_selex	rnacompete_rbpzoo	0.0	0.0		0	1	3	RRM	RRM;RRM;RRM;RRM	0.5525776258105879	2
RBM28	rnacompete_eukarya	rnacompete_rbpzoo	0.0	0.0		0	2	3	RRM	RRM;RRM;RRM;RRM	0.7635202642089721	2
RBM38	htr_selex	rnacompete_eukarya	0.2	0.42857142857142855		1	3	3	RRM	RRM	0.8184461104709446	2
RBM38	htr_selex	rnacompete_rbpzoo	0.0	0.2222222222222222		0	3	4	RRM	RRM	0.7790290605494674	2
RBM38	rnacompete_eukarya	rnacompete_rbpzoo	0.0	0.18181818181818182		0	3	4	RRM	RRM	0.7196951257382593	2
RBM4	htr_selex	rbns	0.0	0.25		0	1	3	multi	RRM;RRM;CCHC	0.8543915	2
RBM4	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	3	multi	RRM;RRM;CCHC	0.8153937821469359	2
RBM4	rbns	rnacompete_eukarya	0.2	0.4444444444444444		1	3	3	multi	RRM;RRM;CCHC	0.9318872897762036	2
RBM42	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	3	RRM	RRM	0.921374866714703	2
RBM46	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	4	RRM	RRM;RRM;RRM	0.5942120735263305	2
RBM4B	htr_selex	rbns	0.0	0.0		0	3	3	unknown		0.7968189999999999	2
RBM6	htr_selex	rbns	0.0	0.0		0	1	3	RRM	RRM;RRM	0.42662025000000003	2
RBM6	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	4	RRM	RRM;RRM	0.4133928905657787	2
RBM6	rbns	rnacompete_eukarya	0.0	0.0		0	3	4	RRM	RRM;RRM	0.6562840231617062	2
RBMS1	htr_selex	rnacompete_eukarya	0.0	0.0		0	3	5	RRM	RRM;RRM	0.7189500038780894	2
RBMS2	htr_selex	rbns	0.0	0.0		0	1	5	unknown		0.67660525	2
RBMS3	htr_selex	rbns	0.0	0.0		0	1	5	RRM	RRM;RRM	0.596847567452357	2
RBMS3	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	5	RRM	RRM;RRM	0.6749325626472912	2
RBMS3	rbns	rnacompete_eukarya	0.1111111111111111	0.13333333333333333		1	5	5	RRM	RRM;RRM	0.9355655227696359	2
RBPMS2	htr_selex	rnacompete_rbpzoo	0.6666666666666666	0.5714285714285714		2	2	3	RRM	RRM	0.9389969380583697	2
RC3H1	htr_selex	rbns	0.0	0.0		0	3	3	unknown		0.4950731391945973	2
RNPC3	htr_selex	rnacompete_rbpzoo	0.0	0.0		0	4	4	RRM	RRM;RRM	0.6978377789772583	2
SART3	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	3	RRM	RRM;RRM	0.4834932758976196	2
SART3	htr_selex	rnacompete_rbpzoo	0.0	0.0		0	1	4	RRM	RRM;RRM	0.7848970019399758	2
SART3	rnacompete_eukarya	rnacompete_rbpzoo	0.0	0.0		0	3	4	RRM	RRM;RRM	0.6416111733437846	2
SNRNP70	htr_selex	rnacompete_eukarya	0.0	0.0		0	2	3	RRM	RRM	0.7853526498043473	2
SNRPA	htr_selex	rbns	0.0	0.0		0	1	4	RRM	RRM;RRM	0.9341059791145572	2
SNRPA	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	3	RRM	RRM;RRM	0.9486446760142304	2
SNRPA	rbns	rnacompete_eukarya	0.0	0.18181818181818182		0	4	3	RRM	RRM;RRM	0.9187222758637905	2
SNRPB2	htr_selex	rbns	0.0	0.0		0	4	4	RRM	RRM;RRM	0.8874186560926487	2
SNRPB2	htr_selex	rnacompete_rbpzoo	0.0	0.0		0	4	2	RRM	RRM;RRM	0.8221573802810875	2
SNRPB2	rbns	rnacompete_rbpzoo	0.0	0.3333333333333333		0	4	2	RRM	RRM;RRM	0.9077125512139606	2
TARDBP	htr_selex	rbns	0.0	0.0		0	1	5	RRM	RRM;RRM	0.78730225	2
TARDBP	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	3	RRM	RRM;RRM	0.942353476152346	2
TARDBP	htr_selex	rnacompete_rbpzoo	0.0	0.0		0	1	3	RRM	RRM;RRM	0.9436052390669276	2
TARDBP	rbns	rnacompete_eukarya	0.0	0.13333333333333333		0	5	3	RRM	RRM;RRM	0.8251746714294741	2
TARDBP	rbns	rnacompete_rbpzoo	0.0	0.0		0	5	3	RRM	RRM;RRM	0.7962928810889687	2
TARDBP	rnacompete_eukarya	rnacompete_rbpzoo	0.2	0.2727272727272727		1	3	3	RRM	RRM;RRM	0.9877510341393914	2
THUMPD1	htr_selex	rbns	0.0	0.0		0	4	4	unknown		0.45274024999999996	2
YBX1	htr_selex	rnacompete_eukarya	0.0	0.0		0	1	4	CSD	CSD	0.813099780804063	2
YBX2	htr_selex	rbns	0.0	0.0		0	2	4	CSD	CSD	0.6289986670835417	2
YBX2	htr_selex	rnacompete_eukarya	0.0	0.0		0	2	3	CSD	CSD	0.7116564743637789	2
YBX2	rbns	rnacompete_eukarya	0.0	0.125		0	4	3	CSD	CSD	0.5973141007826853	2
ZC3H10	htr_selex	rnacompete_eukarya	0.0	0.09090909090909091		0	1	5	CCCH	CCCH;CCCH;CCCH	0.8929686019324374	2
ZCRB1	htr_selex	rbns	0.0	0.0		0	2	3	multi	RRM;CCHC	0.793923	2
ZCRB1	htr_selex	rnacompete_eukarya	0.0	0.0		0	2	4	multi	RRM;CCHC	0.8072032658101108	2
ZCRB1	rbns	rnacompete_eukarya	0.0	0.23076923076923078		0	3	4	multi	RRM;CCHC	0.9229171024930791	2
ZFP36	htr_selex	rbns	1.0	1.0		1	1	1	unknown		0.8454937499999999	2
ZRANB2	htr_selex	rbns	0.0	0.2222222222222222		0	1	4	unknown		0.944617	2
A1CF	rbns	rnacompete_eukarya	0.0	0.16666666666666666		0	4	3	RRM	RRM;RRM;RRM	0.9578318089300579	2
CNOT4	rbns	rnacompete_eukarya	0.0	0.07142857142857142		0	5	2	RRM	RRM	0.8102973273376729	2
CPEB1	rbns	rnacompete_rbpzoo	0.16666666666666666	0.5		1	4	3	RRM	RRM;RRM	0.971772383330505	2
FUBP1	rbns	rnacompete_rbpzoo	0.0	0.0		0	3	5	KH	KH;KH;KH;KH	0.7084140874683993	2
FUS	rbns	rnacompete_eukarya	0.0	0.0		0	3	4	RRM	RRM	0.37024543058271625	2
HNRNPA2B1	rbns	rnacompete_eukarya	0.0	0.07142857142857142		0	4	5	RRM	RRM;RRM	0.7218269678190837	2
HNRNPH2	rbns	rnacompete_eukarya	0.0	0.0		0	4	2	RRM	RRM;RRM;RRM	0.9677027514986813	2
HNRNPK	rbns	rnacompete_eukarya	0.0	0.0		0	4	3	KH	KH;KH;KH	0.6573207078283416	2
IGF2BP2	rbns	rnacompete_eukarya	0.0	0.16666666666666666		0	5	5	multi	RRM;RRM;KH;KH;KH;KH	0.7757052219421807	2
IGF2BP3	rbns	rnacompete_eukarya	0.0	0.0		0	4	5	multi	RRM;RRM;KH;KH;KH;KH	0.6026262426482883	2
MBNL1	rbns	rnacompete_eukarya	0.0	0.0625		0	4	5	CCCH	CCCH;CCCH;CCCH;CCCH	0.8922898316375864	2
PABPC3	rbns	rnacompete_eukarya	0.0	0.25		0	5	4	RRM	RRM;RRM;RRM;RRM	0.936899275893	2
PCBP2	rbns	rnacompete_eukarya	0.0	0.0		0	4	4	KH	KH;KH;KH	0.8908713609999475	2
PRR3	rbns	rnacompete_rbpzoo	0.0	0.23076923076923078		0	3	3	CCCH	CCCH	0.8252920756400517	2
PUF60	rbns	rnacompete_rbpzoo	0.16666666666666666	0.375		1	2	5	RRM	RRM;RRM;RRM	0.951337322166942	2
RBFOX2	rbns	rnacompete_rbpzoo	0.0	0.4444444444444444		0	3	4	RRM	RRM	0.9684556584123261	2
RBM3	rbns	rnacompete_eukarya	0.0	0.07142857142857142		0	3	4	RRM	RRM	0.5756795786991713	2
RBM41	rbns	rnacompete_eukarya	0.0	0.09090909090909091		0	2	3	RRM	RRM	0.904920205137383	2
RBM45	rbns	rnacompete_eukarya	0.0	0.0		0	1	3	RRM	RRM;RRM;RRM	0.5896365242906902	2
RBM45	rbns	rnacompete_rbpzoo	0.0	0.0		0	1	4	RRM	RRM;RRM;RRM	0.5254023905473899	2
RBM45	rnacompete_eukarya	rnacompete_rbpzoo	0.16666666666666666	0.3076923076923077		1	3	4	RRM	RRM;RRM;RRM	0.9888519333599458	2
RBM47	rbns	rnacompete_eukarya	0.0	0.0625		0	4	4	RRM	RRM;RRM;RRM	0.7874177833180911	2
RBM47	rbns	rnacompete_rbpzoo	0.0	0.0625		0	4	3	RRM	RRM;RRM;RRM	0.7433715070908866	2
RBM47	rnacompete_eukarya	rnacompete_rbpzoo	0.4	0.6363636363636364		2	4	3	RRM	RRM;RRM;RRM	0.9666206709005204	2
RBM5	rbns	rnacompete_eukarya	0.0	0.0		0	3	5	multi	RRM;RanBP;RRM	0.7454292088788173	2
SF1	rbns	rnacompete_eukarya	0.0	0.07692307692307693		0	3	4	KH	KH	0.820289401564722	2
SFPQ	rbns	rnacompete_eukarya	0.0	0.0		0	5	2	RRM	RRM;RRM	0.7691028894049926	2
SRSF2	rbns	rnacompete_eukarya	0.0	0.0		0	4	4	RRM	RRM	0.7619942995042973	2
SRSF9	rbns	rnacompete_eukarya	0.0	0.10526315789473684		0	4	5	RRM	RRM;RRM	0.8250331850316726	2
TIA1	rbns	rnacompete_eukarya	0.0	0.5		0	5	3	RRM	RRM;RRM;RRM	0.9740287724033916	2
TIA1	rbns	rnacompete_rbpzoo	0.0	0.4		0	5	4	RRM	RRM;RRM;RRM	0.9359749147313496	2
TIA1	rnacompete_eukarya	rnacompete_rbpzoo	0.4	0.5555555555555556		2	3	4	RRM	RRM;RRM;RRM	0.9831106528793723	2
TRA2B	rbns	rnacompete_rbpzoo	0.0	0.0		0	4	5	RRM	RRM	0.4531954813738656	2
FMR1	rnacompete_eukarya	rnacompete_rbpzoo	0.0	0.0		0	4	2	KH	KH;KH	0.8925085317576436	2
PABPC4	rnacompete_eukarya	rnacompete_rbpzoo	0.4	0.42857142857142855		2	4	3	RRM	RRM;RRM;RRM;RRM	0.9681696600340111	2
SUP12	rnacompete_eukarya	rnacompete_rbpzoo	0.3333333333333333	0.625		2	4	4	RRM	RRM	0.9925568075594589	2
